User, Question, Answer
11825,I tend to have anxiety about auditions.,50
11825,My teacher understands my performance anxiety fully.,75
11825,My romantic partner understands my performance anxiety fully.,50
11825,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11825,I am disheartened by the odds for success as a singer/instrumentalist.,50
11825,I believe that  even if I don't sing/play for a living  I will be happy.,75
11825,Singing/playing is my top priority.,50
11825,Singing/playing is very high on my priority list.,75
11825,I consider myself to be a religious or spiritual person.,50
11825,I regularly attend religious services.,75
11825,I believe that a higher power is looking out for me.,50
11825,I believe that things happen for a reason.,75
11825,I believe that I choose what happens in my own life.,50
11825,I believe that much of my life has already been decided for me.,75
11825,I have complete control over the course my musical career takes.,50
11825,I have too little control over the course my musical career takes.,75
11825,I like to be in control.,50
11825,I feel uncomfortable if I don't have enough control.,75
11825,I feel uncomfortable if I have too much control.,50
11825,I deal well with conflicts.,75
11825,I am a non-confrontational person.,50
11825,My family and friends come to support me in my performances.,75
11825,I have a good support system in my family and/or friends.,50
11825,My friends and family want me to succeed with my voice/instrument.,75
11825,My friends and family understand my performance anxiety fully.,50
11825,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11825,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11825,There is a person or there are people who care about me succeeding as much as I do.,75
11825,I have a plan for combating any performance anxiety I might experience.,50
11825,I have a method for coping with stress that works.,75
11825,I plan too much for myself.,50
11825,I am good about setting boundaries and not taking on too much.,75
11825,I have personally experienced performance anxiety in my life.,50
11825,I have personally experienced performance anxiety in the recent past.,75
11825,I used to get nervous  but don't tend to do that anymore.,50
11825,I am an introverted individual.,75
11825,I am an extroverted individual.,50
11825,I fear the future.,75
11825,I am a positive thinker.,50
11825,I'm often negative.,75
11825,Important people will be at my performances.,50
11825,I am embarrassed by my nervousness.,75
11825,My heart is races when I perform.,50
11825,I breathe faster than normal when I perform.,75
11825,I sweat because of anxiety when I perform.,50
11825,I get cold because of anxiety when I perform.,75
11825,I can't get motivated for performances.,50
11825,I am more critical of myself than usual when a performance is imminent.,75
11825,I have trouble staying focused when anticipating a performance.,50
11825,I make more mistakes than I should when anticipating a performance.,75
11825,I imagine the worst when anticipating a performance.,50
11825,My voice is affected by my nervousness during a performance.,75
11825,My teacher doesn't think I perform as well as I should.,50
11825,My peers don't think I perform as well as I should.,75
11825,My family/friends don't think I perform as well as I should.,50
11825,My romantic partner doesn't think I perform as well as I should.,75
11825,My stomach gets upset when I perform.,50
11825,I feel jittery when I perform.,75
11825,I feel uneasy when I perform.,50
11825,During performances I am concerned about the outcome of that performance.,75
11825,I have memory slips because of anxiety when I perform.,50
11825,I have trouble sleeping when anticipating a performance.,75
11825,My eating habits change because of anxiety when anticipating a performance.,50
11825,Anxiety affects the amount of practicing I do.,75
11825,Anxiety affects the quality of my practicing.,50
11825,My sleep habits are affected by anxiety.,75
11825,I become irritable because of anxiety.,50
11825,I drink more alcohol because of anxiety.,75
11825,I use recreational drugs because of anxiety.,50
11825,I procrastinate because of anxiety.,75
11825,My relationships are affected by my anxiety.,50
11825,My general activity level is affected by anxiety.,75
11825,My throat gets dry because of anxiety during performances.,50
11825,I often want to cancel or reschedule my performances because of anxiety.,75
11825,I'd rather be singing/playing in a practice room than in front of people.,50
11825,Nervousness is negatively affecting my musical progress.,75
11825,I am driven to do my best.,50
11825,My quality of performing/singing/playing is consistent.,75
11825,I start new projects with lots of energy.,50
11825,I fear success.,75
11825,I function well at a high energy level.,50
11825,I am able to quiet mental chatter.,75
11825,I frequently imagine the worst.,50
11825,I need to learn how to relax.,75
11825,No matter how much I prepare  something always goes wrong.,50
11826,I have strong relative pitch.,6
11826,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,100
11826,I feel like I belong in my teacher's studio of students.,6
11826,My teacher believes in me and my vocal/instrumental ability.,75
11826,My teacher understands my musical goals.,6
11826,I have a good relationship with my romantic partner.,100
11826,My romantic partner believes in me and my vocal/instrumental ability.,0
11826,My romantic partner supports me in my performances.,75
11826,I am a competitive person by nature.,25
11826,My romantic partner understands my performance anxiety fully.,6
11826,I have too little control over the course my musical career takes.,75
11826,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,50
11826,I have perfect/absolute pitch.,75
11826,I have strong relative pitch.,50
11826,I consider myself to be a good musician.,75
11826,I learn music easily.,50
11826,I memorize music easily.,75
11826,My voice/instrument teacher and I have a good relationship.,50
11826,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
